team_home,team_away,goals_home,goals_away,league_division,season,group
Pessoas Boas,FC POHU/Futboleros,3,0,6,25,5
Helsinki Stars,Pessoas Boas,1,0,6,25,5
FC POHU/Futboleros,FC Dons/Akatemia,1,4,6,25,5
Töölö Tigers,HJK/Töölön Ihme,2,2,6,25,5
StaKe FC,PPJ/Faijat Jätkäsaari,6,0,6,25,5
TöTa/FC Mauskis,FC Kiffen/2,6,0,6,25,5
PPJ/Faijat Jätkäsaari,Helsinki Stars,1,3,6,25,5
Pessoas Boas,StaKe FC,0,0,6,25,5
HJK/Töölön Ihme,FC POHU/Futboleros,0,3,6,25,5
FC Dons/Akatemia,TöTa/FC Mauskis,0,1,6,25,5
FC Kiffen/2,Töölö Tigers,3,1,6,25,5
FC POHU/Futboleros,PPJ/Faijat Jätkäsaari,2,0,6,25,5
FC Dons/Akatemia,Pessoas Boas,0,1,6,25,5
TöTa/FC Mauskis,HJK/Töölön Ihme,2,3,6,25,5
Töölö Tigers,StaKe FC,1,1,6,25,5
Töölö Tigers,FC POHU/Futboleros,3,0,6,25,5
PPJ/Faijat Jätkäsaari,Pessoas Boas,0,6,6,25,5
HJK/Töölön Ihme,Helsinki Stars,0,5,6,25,5
FC Kiffen/2,FC Dons/Akatemia,3,5,6,25,5
StaKe FC,TöTa/FC Mauskis,1,0,6,25,5
FC Dons/Akatemia,Töölö Tigers,0,2,6,25,5
Helsinki Stars,StaKe FC,1,0,6,25,5
FC POHU/Futboleros,FC Kiffen/2,1,0,6,25,5
Pessoas Boas,HJK/Töölön Ihme,3,0,6,25,5
TöTa/FC Mauskis,PPJ/Faijat Jätkäsaari,3,0,6,25,5
PPJ/Faijat Jätkäsaari,HJK/Töölön Ihme,1,3,6,25,5
Helsinki Stars,FC POHU/Futboleros,2,0,6,25,5
TöTa/FC Mauskis,Töölö Tigers,0,2,6,25,5
StaKe FC,FC Dons/Akatemia,1,0,6,25,5
Pessoas Boas,FC Kiffen/2,6,2,6,25,5
FC Kiffen/2,PPJ/Faijat Jätkäsaari,4,3,6,25,5
FC Dons/Akatemia,Helsinki Stars,3,0,6,25,5
FC POHU/Futboleros,TöTa/FC Mauskis,1,1,6,25,5
HJK/Töölön Ihme,StaKe FC,1,3,6,25,5
Töölö Tigers,Pessoas Boas,0,0,6,25,5
Helsinki Stars,Töölö Tigers,5,0,6,25,5
StaKe FC,FC POHU/Futboleros,3,0,6,25,5
Pessoas Boas,TöTa/FC Mauskis,3,0,6,25,5
PPJ/Faijat Jätkäsaari,FC Dons/Akatemia,2,12,6,25,5
HJK/Töölön Ihme,FC Kiffen/2,4,2,6,25,5
Töölö Tigers,TöTa/FC Mauskis,3,1,6,25,5
FC Dons/Akatemia,StaKe FC,0,1,6,25,5
FC POHU/Futboleros,Helsinki Stars,0,8,6,25,5
FC Kiffen/2,Pessoas Boas,0,2,6,25,5
HJK/Töölön Ihme,PPJ/Faijat Jätkäsaari,4,1,6,25,5
FC Kiffen/2,StaKe FC,0,2,6,25,5
TöTa/FC Mauskis,Helsinki Stars,0,0,6,25,5
Töölö Tigers,PPJ/Faijat Jätkäsaari,2,2,6,25,5
FC POHU/Futboleros,Pessoas Boas,2,1,6,25,5
FC Dons/Akatemia,HJK/Töölön Ihme,4,1,6,25,5
PPJ/Faijat Jätkäsaari,StaKe FC,1,4,6,25,5
HJK/Töölön Ihme,Töölö Tigers,0,5,6,25,5
FC Dons/Akatemia,FC POHU/Futboleros,1,3,6,25,5
FC Kiffen/2,TöTa/FC Mauskis,1,4,6,25,5
Pessoas Boas,Helsinki Stars,0,5,6,25,5
Helsinki Stars,PPJ/Faijat Jätkäsaari,9,0,6,25,5
Töölö Tigers,FC Kiffen/2,4,1,6,25,5
TöTa/FC Mauskis,FC Dons/Akatemia,3,0,6,25,5
FC POHU/Futboleros,HJK/Töölön Ihme,1,0,6,25,5
StaKe FC,Pessoas Boas,0,2,6,25,5
PPJ/Faijat Jätkäsaari,FC POHU/Futboleros,2,7,6,25,5
FC Kiffen/2,Helsinki Stars,0,9,6,25,5
StaKe FC,Töölö Tigers,0,4,6,25,5
HJK/Töölön Ihme,TöTa/FC Mauskis,0,3,6,25,5
Pessoas Boas,FC Dons/Akatemia,1,1,6,25,5
TöTa/FC Mauskis,StaKe FC,2,1,6,25,5
FC POHU/Futboleros,Töölö Tigers,3,4,6,25,5
Helsinki Stars,HJK/Töölön Ihme,3,2,6,25,5
FC Dons/Akatemia,FC Kiffen/2,4,3,6,25,5
Pessoas Boas,PPJ/Faijat Jätkäsaari,6,4,6,25,5
HJK/Töölön Ihme,Pessoas Boas,1,7,6,25,5
PPJ/Faijat Jätkäsaari,TöTa/FC Mauskis,0,1,6,25,5
Töölö Tigers,FC Dons/Akatemia,2,2,6,25,5
StaKe FC,Helsinki Stars,0,3,6,25,5
FC Kiffen/2,FC POHU/Futboleros,1,2,6,25,5
PPJ/Faijat Jätkäsaari,FC Kiffen/2,1,8,6,25,5
Helsinki Stars,FC Dons/Akatemia,4,2,6,25,5
TöTa/FC Mauskis,FC POHU/Futboleros,0,0,6,25,5
StaKe FC,HJK/Töölön Ihme,6,1,6,25,5
Pessoas Boas,Töölö Tigers,2,2,6,25,5
DFSV,Käpylä Maanantai,4,7,6,25,6
DFSV,Jokerit FC/2,2,7,6,25,6
Jokerit FC/2,Mando United,1,6,6,25,6
FC Juvantus,Käpylä Maanantai,1,2,6,25,6
Kullervo/Mosaic,Kurvin Vauhti/Partiz,1,0,6,25,6
FC Germania/Akademie,FC POHU/SiPa,1,2,6,25,6
Kurvin Vauhti/Partiz,DFSV,1,1,6,25,6
Käpylä Maanantai,Kullervo/Mosaic,1,3,6,25,6
FC POHU/SiPa,FC Juvantus,4,0,6,25,6
Kurvin Vauhti/Partiz,Jokerit FC/2,3,2,6,25,6
DFSV,FC Juvantus,4,2,6,25,6
Kurvin Vauhti/Partiz,Mando United,1,3,6,25,6
Jokerit FC/2,FC Germania/Akademie,3,3,6,25,6
Kullervo/Mosaic,FC POHU/SiPa,4,5,6,25,6
FC POHU/SiPa,DFSV,15,0,6,25,6
Käpylä Maanantai,Kurvin Vauhti/Partiz,0,3,6,25,6
FC Germania/Akademie,Kullervo/Mosaic,0,3,6,25,6
FC Juvantus,Jokerit FC/2,1,5,6,25,6
Jokerit FC/2,FC POHU/SiPa,1,3,6,25,6
Kurvin Vauhti/Partiz,FC Germania/Akademie,0,1,6,25,6
FC Juvantus,Mando United,0,6,6,25,6
Kullervo/Mosaic,DFSV,6,0,6,25,6
FC POHU/SiPa,Kurvin Vauhti/Partiz,1,0,6,25,6
Käpylä Maanantai,Mando United,0,7,6,25,6
FC Germania/Akademie,FC Juvantus,2,2,6,25,6
DFSV,FC Germania/Akademie,2,6,6,25,6
Mando United,FC POHU/SiPa,5,1,6,25,6
Jokerit FC/2,Käpylä Maanantai,4,0,6,25,6
FC Juvantus,Kullervo/Mosaic,2,1,6,25,6
Mando United,FC Germania/Akademie,2,2,6,25,6
Käpylä Maanantai,FC POHU/SiPa,2,4,6,25,6
Jokerit FC/2,Kullervo/Mosaic,2,2,6,25,6
Kullervo/Mosaic,Mando United,0,8,6,25,6
FC Germania/Akademie,Käpylä Maanantai,1,0,6,25,6
FC Juvantus,Kurvin Vauhti/Partiz,2,0,6,25,6
Mando United,Jokerit FC/2,1,1,6,25,6
FC POHU/SiPa,FC Germania/Akademie,1,0,6,25,6
Käpylä Maanantai,FC Juvantus,2,2,6,25,6
Kurvin Vauhti/Partiz,Kullervo/Mosaic,0,1,6,25,6
Mando United,Kullervo/Mosaic,2,1,6,25,6
Käpylä Maanantai,FC Germania/Akademie,0,2,6,25,6
Kurvin Vauhti/Partiz,FC Juvantus,0,2,6,25,6
Jokerit FC/2,DFSV,2,2,6,25,6
DFSV,Mando United,0,15,6,25,6
FC Juvantus,FC POHU/SiPa,1,6,6,25,6
Jokerit FC/2,Kurvin Vauhti/Partiz,2,0,6,25,6
Kullervo/Mosaic,Käpylä Maanantai,3,0,6,25,6
FC POHU/SiPa,Kullervo/Mosaic,3,0,6,25,6
FC Juvantus,DFSV,2,1,6,25,6
FC Germania/Akademie,Jokerit FC/2,3,2,6,25,6
Mando United,Kurvin Vauhti/Partiz,8,1,6,25,6
Jokerit FC/2,FC Juvantus,3,0,6,25,6
DFSV,FC POHU/SiPa,0,4,6,25,6
Kurvin Vauhti/Partiz,Käpylä Maanantai,0,6,6,25,6
Kullervo/Mosaic,FC Germania/Akademie,0,0,6,25,6
FC Germania/Akademie,Kurvin Vauhti/Partiz,2,0,6,25,6
Mando United,FC Juvantus,8,2,6,25,6
Käpylä Maanantai,DFSV,5,2,6,25,6
FC POHU/SiPa,Jokerit FC/2,4,1,6,25,6
DFSV,Kullervo/Mosaic,0,3,6,25,6
Kurvin Vauhti/Partiz,FC POHU/SiPa,1,1,6,25,6
Mando United,Käpylä Maanantai,1,1,6,25,6
FC Juvantus,FC Germania/Akademie,4,1,6,25,6
FC POHU/SiPa,Mando United,2,2,6,25,6
Käpylä Maanantai,Jokerit FC/2,4,2,6,25,6
Kullervo/Mosaic,FC Juvantus,2,0,6,25,6
FC Germania/Akademie,DFSV,4,3,6,25,6
FC POHU/SiPa,Käpylä Maanantai,3,1,6,25,6
FC Germania/Akademie,Mando United,1,4,6,25,6
DFSV,Kurvin Vauhti/Partiz,1,5,6,25,6
Kullervo/Mosaic,Jokerit FC/2,5,4,6,25,6
FC POHU/JäPa,FC Degis,2,1,6,25,7
Kulps,MLHF,1,2,6,25,7
PuiU/Akatemia,FC POHU/JäPa,4,1,6,25,7
FC Kontu/ST,Kulps,3,1,6,25,7
FC Degis,AC StaSi,0,1,6,25,7
PuiU/Akatemia,FC Degis,6,1,6,25,7
AC StaSi,Kulps,2,4,6,25,7
Kulps,FC POHU/JäPa,2,5,6,25,7
FC Kontu/ST,AC StaSi,0,2,6,25,7
MLHF,PuiU/Akatemia,0,0,6,25,7
AC StaSi,MLHF,1,3,6,25,7
Kulps,FC Degis,0,3,6,25,7
FC POHU/JäPa,FC Kontu/ST,0,2,6,25,7
MLHF,FC Degis,2,1,6,25,7
FC Kontu/ST,PuiU/Akatemia,0,2,6,25,7
FC Degis,FC Kontu/ST,0,2,6,25,7
FC POHU/JäPa,MLHF,0,2,6,25,7
FC POHU/JäPa,Kulps,4,1,6,25,7
MLHF,FC Kontu/ST,2,0,6,25,7
PuiU/Akatemia,AC StaSi,8,0,6,25,7
AC StaSi,FC POHU/JäPa,3,6,6,25,7
FC Degis,FC POHU/JäPa,3,1,6,25,7
MLHF,Kulps,3,2,6,25,7
FC POHU/JäPa,AC StaSi,2,2,6,25,7
PuiU/Akatemia,Kulps,7,1,6,25,7
FC POHU/JäPa,PuiU/Akatemia,0,2,6,25,7
AC StaSi,FC Degis,3,3,6,25,7
Kulps,FC Kontu/ST,2,4,6,25,7
FC Degis,PuiU/Akatemia,1,4,6,25,7
Kulps,AC StaSi,2,5,6,25,7
AC StaSi,FC Kontu/ST,1,1,6,25,7
PuiU/Akatemia,MLHF,3,1,6,25,7
MLHF,AC StaSi,3,1,6,25,7
FC Kontu/ST,FC POHU/JäPa,4,1,6,25,7
FC Degis,Kulps,7,1,6,25,7
FC Degis,MLHF,1,6,6,25,7
PuiU/Akatemia,FC Kontu/ST,0,4,6,25,7
FC Kontu/ST,FC Degis,6,0,6,25,7
MLHF,FC POHU/JäPa,2,0,6,25,7
AC StaSi,PuiU/Akatemia,2,1,6,25,7
FC Kontu/ST,MLHF,4,1,6,25,7
AFG united,Valtti/LA,2,1,6,25,8
FC Kontu/U23,FC Viikingit/S.C.P L,5,2,6,25,8
FC POHU/Traktori,Andalus FC/Alpujarra,12,1,6,25,8
Veijarit,Tähti Helsinki,0,6,6,25,8
Ruila,MK United/Warriors,4,4,6,25,8
Valtti/LA,FC POHU/Traktori,3,1,6,25,8
Tähti Helsinki,AFG united,1,1,6,25,8
Andalus FC/Alpujarra,Ruila,1,9,6,25,8
MK United/Warriors,FC Kontu/U23,1,3,6,25,8
FC Viikingit/S.C.P L,Veijarit,3,0,6,25,8
FC Kontu/U23,AFG united,3,3,6,25,8
Ruila,Valtti/LA,2,7,6,25,8
Tähti Helsinki,Andalus FC/Alpujarra,6,0,6,25,8
Veijarit,FC POHU/Traktori,3,6,6,25,8
Valtti/LA,Veijarit,2,2,6,25,8
Andalus FC/Alpujarra,MK United/Warriors,1,2,6,25,8
Ruila,AFG united,0,4,6,25,8
FC Viikingit/S.C.P L,Tähti Helsinki,1,2,6,25,8
FC POHU/Traktori,FC Kontu/U23,0,3,6,25,8
FC Kontu/U23,Valtti/LA,2,2,6,25,8
Veijarit,Andalus FC/Alpujarra,2,4,6,25,8
FC POHU/Traktori,FC Viikingit/S.C.P L,3,2,6,25,8
Ruila,Tähti Helsinki,0,5,6,25,8
MK United/Warriors,AFG united,1,3,6,25,8
Andalus FC/Alpujarra,FC Viikingit/S.C.P L,1,3,6,25,8
Valtti/LA,MK United/Warriors,5,3,6,25,8
FC POHU/Traktori,AFG united,1,2,6,25,8
Tähti Helsinki,FC Kontu/U23,1,3,6,25,8
Ruila,Veijarit,2,4,6,25,8
FC Kontu/U23,Andalus FC/Alpujarra,4,0,6,25,8
FC Viikingit/S.C.P L,Valtti/LA,0,3,6,25,8
Veijarit,AFG united,1,7,6,25,8
FC POHU/Traktori,Ruila,4,5,6,25,8
Tähti Helsinki,MK United/Warriors,3,3,6,25,8
FC Kontu/U23,Ruila,3,1,6,25,8
Veijarit,MK United/Warriors,1,3,6,25,8
Tähti Helsinki,FC POHU/Traktori,3,3,6,25,8
Andalus FC/Alpujarra,Valtti/LA,1,6,6,25,8
FC Viikingit/S.C.P L,AFG united,0,2,6,25,8
Valtti/LA,Tähti Helsinki,2,1,6,25,8
Andalus FC/Alpujarra,AFG united,1,5,6,25,8
Ruila,FC Viikingit/S.C.P L,2,4,6,25,8
FC POHU/Traktori,MK United/Warriors,1,2,6,25,8
Veijarit,FC Kontu/U23,0,5,6,25,8
Tähti Helsinki,Veijarit,3,1,6,25,8
Andalus FC/Alpujarra,FC POHU/Traktori,3,5,6,25,8
MK United/Warriors,Ruila,5,2,6,25,8
Valtti/LA,AFG united,2,2,6,25,8
FC Viikingit/S.C.P L,FC Kontu/U23,4,3,6,25,8
FC Kontu/U23,Veijarit,4,0,6,25,8
AFG united,Andalus FC/Alpujarra,1,2,6,25,8
MK United/Warriors,FC POHU/Traktori,2,2,6,25,8
FC Viikingit/S.C.P L,Ruila,4,0,6,25,8
Tähti Helsinki,Valtti/LA,3,1,6,25,8
FC Kontu/U23,MK United/Warriors,2,2,6,25,8
Veijarit,FC Viikingit/S.C.P L,1,0,6,25,8
FC POHU/Traktori,Valtti/LA,3,2,6,25,8
Ruila,Andalus FC/Alpujarra,7,3,6,25,8
AFG united,Tähti Helsinki,4,0,6,25,8
Valtti/LA,Ruila,3,3,6,25,8
Andalus FC/Alpujarra,Tähti Helsinki,4,8,6,25,8
FC POHU/Traktori,Veijarit,4,2,6,25,8
MK United/Warriors,FC Viikingit/S.C.P L,1,1,6,25,8
AFG united,FC Kontu/U23,4,1,6,25,8
FC Kontu/U23,FC POHU/Traktori,4,0,6,25,8
Veijarit,Valtti/LA,2,2,6,25,8
AFG united,Ruila,6,2,6,25,8
MK United/Warriors,Andalus FC/Alpujarra,3,0,6,25,8
Tähti Helsinki,FC Viikingit/S.C.P L,3,3,6,25,8
Valtti/LA,FC Kontu/U23,0,3,6,25,8
Andalus FC/Alpujarra,Veijarit,1,5,6,25,8
AFG united,MK United/Warriors,1,0,6,25,8
Tähti Helsinki,Ruila,5,1,6,25,8
FC Viikingit/S.C.P L,FC POHU/Traktori,4,1,6,25,8
Veijarit,Ruila,0,0,6,25,8
FC Kontu/U23,Tähti Helsinki,3,2,6,25,8
FC Viikingit/S.C.P L,Andalus FC/Alpujarra,6,4,6,25,8
AFG united,FC POHU/Traktori,4,0,6,25,8
MK United/Warriors,Valtti/LA,3,1,6,25,8
Andalus FC/Alpujarra,FC Kontu/U23,5,5,6,25,8
Valtti/LA,FC Viikingit/S.C.P L,2,2,6,25,8
MK United/Warriors,Tähti Helsinki,3,0,6,25,8
AFG united,Veijarit,2,1,6,25,8
Ruila,FC POHU/Traktori,2,6,6,25,8
Valtti/LA,Andalus FC/Alpujarra,2,1,6,25,8
MK United/Warriors,Veijarit,2,0,6,25,8
Ruila,FC Kontu/U23,1,6,6,25,8
AFG united,FC Viikingit/S.C.P L,3,3,6,25,8
FC POHU/Traktori,Tähti Helsinki,1,1,6,25,8
HAlku/FC,FC Tuusula,0,6,6,25,9
JäPS/Akatemia,FC MVP,7,1,6,25,9
KP-75,Ares -86,2,4,6,25,9
Pelikaani,KOPSE/VI,1,7,6,25,9
Sibbo-Vargarna/2,AC JazzPa,12,0,6,25,9
Ares -86,Sibbo-Vargarna/2,0,7,6,25,9
AC JazzPa,HAlku/FC,1,4,6,25,9
KOPSE/VI,JäPS/Akatemia,1,2,6,25,9
FC Tuusula,Pelikaani,2,4,6,25,9
KP-75,HAlku/FC,0,5,6,25,9
Ares -86,FC Tuusula,0,0,6,25,9
KOPSE/VI,FC MVP,13,1,6,25,9
JäPS/Akatemia,Sibbo-Vargarna/2,1,6,6,25,9
Pelikaani,AC JazzPa,0,2,6,25,9
FC MVP,Ares -86,4,1,6,25,9
Sibbo-Vargarna/2,Pelikaani,2,0,6,25,9
FC Tuusula,KOPSE/VI,0,6,6,25,9
AC JazzPa,KP-75,0,0,6,25,9
HAlku/FC,JäPS/Akatemia,0,8,6,25,9
KP-75,FC Tuusula,3,0,6,25,9
Pelikaani,Ares -86,5,1,6,25,9
HAlku/FC,FC MVP,2,6,6,25,9
KOPSE/VI,Sibbo-Vargarna/2,1,2,6,25,9
JäPS/Akatemia,AC JazzPa,8,1,6,25,9
Pelikaani,KP-75,0,4,6,25,9
Sibbo-Vargarna/2,HAlku/FC,8,0,6,25,9
Ares -86,JäPS/Akatemia,2,10,6,25,9
AC JazzPa,KOPSE/VI,1,3,6,25,9
FC Tuusula,FC MVP,0,1,6,25,9
KP-75,Sibbo-Vargarna/2,3,1,6,25,9
FC MVP,AC JazzPa,0,2,6,25,9
HAlku/FC,Pelikaani,2,3,6,25,9
KOPSE/VI,Ares -86,6,0,6,25,9
JäPS/Akatemia,FC Tuusula,8,0,6,25,9
FC MVP,Sibbo-Vargarna/2,1,2,6,25,9
Ares -86,HAlku/FC,4,1,6,25,9
JäPS/Akatemia,Pelikaani,7,2,6,25,9
FC Tuusula,AC JazzPa,0,3,6,25,9
KOPSE/VI,KP-75,2,0,6,25,9
Sibbo-Vargarna/2,FC Tuusula,1,1,6,25,9
KP-75,JäPS/Akatemia,4,1,6,25,9
Pelikaani,FC MVP,3,0,6,25,9
AC JazzPa,Ares -86,2,5,6,25,9
HAlku/FC,KOPSE/VI,0,6,6,25,9
FC MVP,JäPS/Akatemia,1,5,6,25,9
Ares -86,KP-75,1,9,6,25,9
AC JazzPa,Sibbo-Vargarna/2,0,6,6,25,9
KOPSE/VI,Pelikaani,2,2,6,25,9
FC Tuusula,HAlku/FC,0,1,6,25,9
KP-75,FC MVP,3,1,6,25,9
Sibbo-Vargarna/2,Ares -86,7,0,6,25,9
Pelikaani,FC Tuusula,2,1,6,25,9
JäPS/Akatemia,KOPSE/VI,0,0,6,25,9
HAlku/FC,AC JazzPa,2,7,6,25,9
Sibbo-Vargarna/2,JäPS/Akatemia,0,1,6,25,9
FC MVP,KOPSE/VI,7,0,6,25,9
AC JazzPa,Pelikaani,1,1,6,25,9
HAlku/FC,KP-75,0,3,6,25,9
FC Tuusula,Ares -86,2,6,6,25,9
KP-75,AC JazzPa,4,0,6,25,9
Pelikaani,Sibbo-Vargarna/2,0,8,6,25,9
JäPS/Akatemia,HAlku/FC,6,0,6,25,9
Ares -86,FC MVP,2,6,6,25,9
KOPSE/VI,FC Tuusula,7,1,6,25,9
Sibbo-Vargarna/2,KOPSE/VI,3,0,6,25,9
FC MVP,HAlku/FC,2,0,6,25,9
Ares -86,Pelikaani,1,2,6,25,9
AC JazzPa,JäPS/Akatemia,1,3,6,25,9
FC Tuusula,KP-75,0,9,6,25,9
FC MVP,FC Tuusula,5,1,6,25,9
HAlku/FC,Sibbo-Vargarna/2,0,5,6,25,9
JäPS/Akatemia,Ares -86,12,3,6,25,9
KP-75,Pelikaani,5,2,6,25,9
KOPSE/VI,AC JazzPa,10,0,6,25,9
Pelikaani,HAlku/FC,1,0,6,25,9
Ares -86,KOPSE/VI,0,3,6,25,9
Sibbo-Vargarna/2,KP-75,4,3,6,25,9
AC JazzPa,FC MVP,0,9,6,25,9
FC Tuusula,JäPS/Akatemia,0,5,6,25,9
Sibbo-Vargarna/2,FC MVP,3,3,6,25,9
Pelikaani,JäPS/Akatemia,2,3,6,25,9
KP-75,KOPSE/VI,2,11,6,25,9
AC JazzPa,FC Tuusula,3,3,6,25,9
HAlku/FC,Ares -86,1,3,6,25,9
FC MVP,Pelikaani,1,0,6,25,9
JäPS/Akatemia,KP-75,10,2,6,25,9
Ares -86,AC JazzPa,3,3,6,25,9
KOPSE/VI,HAlku/FC,10,0,6,25,9
FC Tuusula,Sibbo-Vargarna/2,2,8,6,25,9
Mäntsälän Urheilijat,Korian Klubi/2,2,1,6,25,10
Union Plaani/17,Naseva,4,1,6,25,10
HausPa,Iitin Pallo-68,5,2,6,25,10
Iitin Pallo-68,Korian Klubi/2,1,2,6,25,10
JäPS/City,JaVo,7,3,6,25,10
FC Kapina/2,Union Plaani/17,3,6,6,25,10
Naseva,HausPa,1,2,6,25,10
Union Plaani/17,JäPS/City,7,1,6,25,10
Mäntsälän Urheilijat,JaVo,1,1,6,25,10
Naseva,Iitin Pallo-68,1,3,6,25,10
JäPS/City,Mäntsälän Urheilijat,1,2,6,25,10
FC Kapina/2,Naseva,4,1,6,25,10
JaVo,Iitin Pallo-68,3,1,6,25,10
Union Plaani/17,Korian Klubi/2,3,3,6,25,10
HausPa,JäPS/City,5,1,6,25,10
Mäntsälän Urheilijat,FC Kapina/2,1,5,6,25,10
Union Plaani/17,Mäntsälän Urheilijat,5,0,6,25,10
Korian Klubi/2,HausPa,5,2,6,25,10
JäPS/City,Naseva,1,3,6,25,10
FC Kapina/2,Iitin Pallo-68,1,1,6,25,10
Iitin Pallo-68,JäPS/City,4,0,6,25,10
JaVo,Union Plaani/17,2,3,6,25,10
HausPa,FC Kapina/2,2,2,6,25,10
Naseva,Korian Klubi/2,4,4,6,25,10
HausPa,Union Plaani/17,3,5,6,25,10
Korian Klubi/2,JaVo,4,2,6,25,10
FC Kapina/2,JäPS/City,5,3,6,25,10
Naseva,Mäntsälän Urheilijat,0,0,6,25,10
JaVo,Naseva,5,3,6,25,10
HausPa,Mäntsälän Urheilijat,2,0,6,25,10
Union Plaani/17,Iitin Pallo-68,2,3,6,25,10
JäPS/City,Korian Klubi/2,7,3,6,25,10
JaVo,HausPa,0,1,6,25,10
Iitin Pallo-68,Mäntsälän Urheilijat,5,0,6,25,10
JaVo,FC Kapina/2,4,0,6,25,10
Iitin Pallo-68,Union Plaani/17,0,2,6,25,10
Iitin Pallo-68,HausPa,2,2,6,25,10
Korian Klubi/2,Mäntsälän Urheilijat,8,1,6,25,10
FC Kapina/2,JaVo,5,0,6,25,10
Naseva,Union Plaani/17,1,2,6,25,10
Mäntsälän Urheilijat,Naseva,0,3,6,25,10
JaVo,JäPS/City,1,0,6,25,10
Union Plaani/17,FC Kapina/2,4,3,6,25,10
Mäntsälän Urheilijat,Iitin Pallo-68,2,5,6,25,10
HausPa,Naseva,3,1,6,25,10
Iitin Pallo-68,Naseva,2,1,6,25,10
JaVo,Mäntsälän Urheilijat,3,0,6,25,10
JäPS/City,Union Plaani/17,4,5,6,25,10
FC Kapina/2,Korian Klubi/2,1,3,6,25,10
HausPa,JaVo,6,1,6,25,10
Mäntsälän Urheilijat,JäPS/City,1,2,6,25,10
Korian Klubi/2,Iitin Pallo-68,4,0,6,25,10
Naseva,FC Kapina/2,3,3,6,25,10
Iitin Pallo-68,JaVo,3,1,6,25,10
Korian Klubi/2,Union Plaani/17,3,7,6,25,10
JäPS/City,HausPa,0,4,6,25,10
FC Kapina/2,Mäntsälän Urheilijat,2,2,6,25,10
Iitin Pallo-68,FC Kapina/2,6,1,6,25,10
HausPa,Korian Klubi/2,4,6,6,25,10
Mäntsälän Urheilijat,Union Plaani/17,2,5,6,25,10
Naseva,JäPS/City,4,0,6,25,10
Union Plaani/17,JaVo,2,1,6,25,10
Korian Klubi/2,Naseva,7,2,6,25,10
FC Kapina/2,HausPa,0,4,6,25,10
JäPS/City,Iitin Pallo-68,3,3,6,25,10
JaVo,Korian Klubi/2,10,1,6,25,10
Union Plaani/17,HausPa,1,4,6,25,10
JäPS/City,FC Kapina/2,0,4,6,25,10
Mäntsälän Urheilijat,HausPa,0,4,6,25,10
Korian Klubi/2,JäPS/City,1,2,6,25,10
Naseva,JaVo,0,0,6,25,10
HiHi,ViSa,4,1,6,25,11
KarPo,MyPa/FC,4,0,6,25,11
Jäntevä/Ukot,PoPo,2,3,6,25,11
ViSa,FC Villisiat,0,2,6,25,11
MyPa/FC,HaTP,3,3,6,25,11
FC Etapo,KarPo,2,2,6,25,11
PoPo,HiHi,9,1,6,25,11
HaTP,FC Etapo,6,1,6,25,11
HiHi,KarPo,0,2,6,25,11
Jäntevä/Ukot,FC Villisiat,4,3,6,25,11
ViSa,MyPa/FC,0,2,6,25,11
FC Villisiat,HaTP,1,4,6,25,11
KarPo,Jäntevä/Ukot,3,3,6,25,11
FC Etapo,HiHi,1,0,6,25,11
PoPo,ViSa,3,2,6,25,11
FC Villisiat,FC Etapo,2,0,6,25,11
HaTP,ViSa,4,2,6,25,11
HiHi,MyPa/FC,0,0,6,25,11
KarPo,PoPo,0,3,6,25,11
Jäntevä/Ukot,FC Etapo,3,1,6,25,11
FC Villisiat,KarPo,4,0,6,25,11
HaTP,HiHi,1,1,6,25,11
MyPa/FC,PoPo,1,5,6,25,11
ViSa,Jäntevä/Ukot,2,0,6,25,11
HiHi,FC Villisiat,2,1,6,25,11
KarPo,HaTP,5,0,6,25,11
Jäntevä/Ukot,MyPa/FC,1,1,6,25,11
PoPo,FC Etapo,2,3,6,25,11
MyPa/FC,FC Etapo,1,1,6,25,11
ViSa,KarPo,2,0,6,25,11
Jäntevä/Ukot,HaTP,5,0,6,25,11
PoPo,FC Villisiat,3,0,6,25,11
FC Villisiat,MyPa/FC,4,1,6,25,11
HaTP,PoPo,2,5,6,25,11
HiHi,Jäntevä/Ukot,4,5,6,25,11
FC Etapo,ViSa,0,1,6,25,11
HaTP,FC Villisiat,8,1,6,25,11
HaTP,Jäntevä/Ukot,3,2,6,25,11
FC Etapo,FC Villisiat,2,3,6,25,11
ViSa,HiHi,0,2,6,25,11
PoPo,Jäntevä/Ukot,5,3,6,25,11
MyPa/FC,KarPo,0,1,6,25,11
FC Etapo,PoPo,1,4,6,25,11
HiHi,PoPo,0,6,6,25,11
HaTP,MyPa/FC,6,2,6,25,11
KarPo,FC Etapo,0,3,6,25,11
FC Villisiat,ViSa,3,3,6,25,11
KarPo,HiHi,3,1,6,25,11
FC Villisiat,Jäntevä/Ukot,2,1,6,25,11
FC Etapo,HaTP,0,0,6,25,11
MyPa/FC,ViSa,7,1,6,25,11
HiHi,FC Etapo,1,1,6,25,11
ViSa,PoPo,3,5,6,25,11
Jäntevä/Ukot,KarPo,3,1,6,25,11
MyPa/FC,HiHi,1,1,6,25,11
FC Etapo,Jäntevä/Ukot,2,4,6,25,11
ViSa,HaTP,3,6,6,25,11
PoPo,KarPo,2,2,6,25,11
HiHi,HaTP,0,3,6,25,11
KarPo,FC Villisiat,4,2,6,25,11
