team_home,team_away,goals_home,goals_away,season,league_division,group
Länsiväylän Dynamo,Vermo Vikings,2,0,25,6,1
KJS/Sininen,EPS/2,0,4,25,6,1
Tikka/2,HooGee/Hodari,2,0,25,6,1
AC Rastaala,ViTa,4,3,25,6,1
ViTa,Tikka/2,1,1,25,6,1
FC Kirkkonummi/2,AC Rastaala,1,1,25,6,1
Vermo Vikings,KJS/Sininen,1,3,25,6,1
HooGee/Hodari,Länsiväylän Dynamo,4,2,25,6,1
AC Rastaala,EPS/2,1,1,25,6,1
ViTa,HooGee/Hodari,1,1,25,6,1
Tikka/2,KJS/Sininen,3,1,25,6,1
Vermo Vikings,FC Kirkkonummi/2,2,4,25,6,1
FC Kirkkonummi/2,ViTa,1,3,25,6,1
EPS/2,Länsiväylän Dynamo,1,2,25,6,1
KJS/Sininen,AC Rastaala,2,0,25,6,1
HooGee/Hodari,Vermo Vikings,1,3,25,6,1
ViTa,KJS/Sininen,2,6,25,6,1
Länsiväylän Dynamo,FC Kirkkonummi/2,1,1,25,6,1
Tikka/2,EPS/2,0,1,25,6,1
AC Rastaala,Vermo Vikings,1,1,25,6,1
FC Kirkkonummi/2,HooGee/Hodari,1,2,25,6,1
EPS/2,ViTa,2,1,25,6,1
Vermo Vikings,Tikka/2,1,1,25,6,1
AC Rastaala,Länsiväylän Dynamo,5,0,25,6,1
ViTa,Vermo Vikings,0,3,25,6,1
HooGee/Hodari,EPS/2,0,2,25,6,1
Tikka/2,FC Kirkkonummi/2,4,2,25,6,1
Länsiväylän Dynamo,KJS/Sininen,1,5,25,6,1
FC Kirkkonummi/2,EPS/2,1,4,25,6,1
ViTa,Länsiväylän Dynamo,2,0,25,6,1
HooGee/Hodari,KJS/Sininen,1,2,25,6,1
Tikka/2,AC Rastaala,5,0,25,6,1
EPS/2,Vermo Vikings,3,0,25,6,1
KJS/Sininen,FC Kirkkonummi/2,7,1,25,6,1
AC Rastaala,HooGee/Hodari,2,2,25,6,1
Länsiväylän Dynamo,Tikka/2,2,5,25,6,1
EPS/2,KJS/Sininen,0,5,25,6,1
Vermo Vikings,Länsiväylän Dynamo,4,1,25,6,1
ViTa,AC Rastaala,3,1,25,6,1
HooGee/Hodari,Tikka/2,0,1,25,6,1
KJS/Sininen,Vermo Vikings,0,0,25,6,1
Länsiväylän Dynamo,HooGee/Hodari,2,2,25,6,1
Tikka/2,ViTa,7,0,25,6,1
AC Rastaala,FC Kirkkonummi/2,3,1,25,6,1
FC Kirkkonummi/2,Vermo Vikings,1,3,25,6,1
EPS/2,AC Rastaala,2,2,25,6,1
KJS/Sininen,Tikka/2,0,2,25,6,1
HooGee/Hodari,ViTa,2,3,25,6,1
ViTa,FC Kirkkonummi/2,3,1,25,6,1
Länsiväylän Dynamo,EPS/2,1,6,25,6,1
AC Rastaala,KJS/Sininen,2,2,25,6,1
Vermo Vikings,HooGee/Hodari,2,3,25,6,1
FC Kirkkonummi/2,Länsiväylän Dynamo,0,2,25,6,1
EPS/2,Tikka/2,0,0,25,6,1
KJS/Sininen,ViTa,1,1,25,6,1
Vermo Vikings,AC Rastaala,4,1,25,6,1
ViTa,EPS/2,0,3,25,6,1
Länsiväylän Dynamo,AC Rastaala,0,5,25,6,1
HooGee/Hodari,FC Kirkkonummi/2,2,2,25,6,1
Tikka/2,Vermo Vikings,0,1,25,6,1
FC Kirkkonummi/2,Tikka/2,0,3,25,6,1
EPS/2,HooGee/Hodari,4,0,25,6,1
KJS/Sininen,Länsiväylän Dynamo,8,0,25,6,1
Vermo Vikings,ViTa,4,1,25,6,1
EPS/2,FC Kirkkonummi/2,1,0,25,6,1
AC Rastaala,Tikka/2,1,5,25,6,1
Länsiväylän Dynamo,ViTa,3,3,25,6,1
KJS/Sininen,HooGee/Hodari,7,2,25,6,1
FC Kirkkonummi/2,KJS/Sininen,1,3,25,6,1
Vermo Vikings,EPS/2,1,1,25,6,1
HooGee/Hodari,AC Rastaala,0,2,25,6,1
Tikka/2,Länsiväylän Dynamo,6,0,25,6,1
FC FC,Kilo IF/3,4,0,25,6,2
FC Kotkat,Espoon Sonnit,0,3,25,6,2
FC POHU/CJ United,Geishan Pallo,2,1,25,6,2
HH Palloveikot,PPJ/West Wanderers,2,13,25,6,2
Espoon Sonnit,HH Palloveikot,1,1,25,6,2
FC Kotkat,Kilo IF/3,10,0,25,6,2
Geishan Pallo,FC FC,0,3,25,6,2
FC Kotkat,Geishan Pallo,2,0,25,6,2
Espoon Sonnit,PPJ/West Wanderers,1,1,25,6,2
Kutosen Klopit,Kilo IF/3,4,0,25,6,2
HH Palloveikot,FC POHU/CJ United,3,3,25,6,2
PPJ/West Wanderers,Kutosen Klopit,11,0,25,6,2
Kilo IF/3,Espoon Sonnit,0,3,25,6,2
FC POHU/CJ United,FC Kotkat,0,0,25,6,2
FC FC,HH Palloveikot,2,1,25,6,2
Espoon Sonnit,FC POHU/CJ United,0,3,25,6,2
HH Palloveikot,Geishan Pallo,3,1,25,6,2
FC FC,PPJ/West Wanderers,0,2,25,6,2
FC Kotkat,Kutosen Klopit,2,3,25,6,2
FC POHU/CJ United,FC FC,5,0,25,6,2
Kutosen Klopit,HH Palloveikot,0,3,25,6,2
Kilo IF/3,PPJ/West Wanderers,1,8,25,6,2
Geishan Pallo,Espoon Sonnit,1,3,25,6,2
PPJ/West Wanderers,Geishan Pallo,3,1,25,6,2
Espoon Sonnit,Kutosen Klopit,1,1,25,6,2
HH Palloveikot,Kilo IF/3,1,0,25,6,2
FC FC,FC Kotkat,1,2,25,6,2
PPJ/West Wanderers,FC POHU/CJ United,0,1,25,6,2
Kilo IF/3,Geishan Pallo,0,4,25,6,2
HH Palloveikot,FC Kotkat,2,3,25,6,2
Kutosen Klopit,FC FC,0,3,25,6,2
FC POHU/CJ United,Kilo IF/3,8,2,25,6,2
Geishan Pallo,Kutosen Klopit,6,3,25,6,2
FC FC,Espoon Sonnit,2,3,25,6,2
FC Kotkat,PPJ/West Wanderers,2,1,25,6,2
PPJ/West Wanderers,HH Palloveikot,0,0,25,6,2
Kilo IF/3,FC FC,1,0,25,6,2
Espoon Sonnit,FC Kotkat,0,6,25,6,2
Geishan Pallo,FC POHU/CJ United,0,3,25,6,2
FC POHU/CJ United,PPJ/West Wanderers,5,1,25,6,2
Geishan Pallo,Kilo IF/3,4,2,25,6,2
FC FC,Kutosen Klopit,1,1,25,6,2
FC Kotkat,HH Palloveikot,0,3,25,6,2
FC FC,Geishan Pallo,1,2,25,6,2
HH Palloveikot,Espoon Sonnit,0,1,25,6,2
FC POHU/CJ United,Kutosen Klopit,5,2,25,6,2
Kilo IF/3,FC Kotkat,0,6,25,6,2
FC POHU/CJ United,HH Palloveikot,9,2,25,6,2
Geishan Pallo,FC Kotkat,2,2,25,6,2
PPJ/West Wanderers,Espoon Sonnit,4,1,25,6,2
Kilo IF/3,Kutosen Klopit,5,4,25,6,2
Espoon Sonnit,Kilo IF/3,2,0,25,6,2
HH Palloveikot,FC FC,3,2,25,6,2
Kutosen Klopit,PPJ/West Wanderers,1,7,25,6,2
FC Kotkat,FC POHU/CJ United,0,3,25,6,2
Geishan Pallo,HH Palloveikot,1,3,25,6,2
Kutosen Klopit,FC Kotkat,1,7,25,6,2
FC POHU/CJ United,Espoon Sonnit,5,1,25,6,2
PPJ/West Wanderers,FC FC,3,1,25,6,2
PPJ/West Wanderers,Kilo IF/3,5,0,25,6,2
HH Palloveikot,Kutosen Klopit,2,0,25,6,2
FC FC,FC POHU/CJ United,0,3,25,6,2
Espoon Sonnit,Geishan Pallo,1,2,25,6,2
Kilo IF/3,HH Palloveikot,2,3,25,6,2
Geishan Pallo,PPJ/West Wanderers,0,3,25,6,2
FC Kotkat,FC FC,3,1,25,6,2
Kutosen Klopit,Espoon Sonnit,0,2,25,6,2
Espoon Sonnit,FC FC,1,0,25,6,2
PPJ/West Wanderers,FC Kotkat,1,1,25,6,2
Kilo IF/3,FC POHU/CJ United,0,9,25,6,2
Kutosen Klopit,Geishan Pallo,2,0,25,6,2
PEP/Pitkätossut,FC POHU/Shrimps,1,1,25,6,3
VJS/3,HPS/Jägers,1,2,25,6,3
NJS/2,PPS/Diablos Rojos,10,4,25,6,3
Lännen Torpedo,KeiKa,0,4,25,6,3
PPS/Diablos Rojos,HJK/Kantsu 94,2,5,25,6,3
KeiKa,VJS/3,5,0,25,6,3
FC POHU/Shrimps,NJS/2,0,8,25,6,3
HPS/Jägers,PEP/Pitkätossut,6,3,25,6,3
NJS/2,Lännen Torpedo,4,0,25,6,3
PEP/Pitkätossut,KeiKa,0,6,25,6,3
HJK/Kantsu 94,VJS/3,3,0,25,6,3
FC POHU/Shrimps,PPS/Diablos Rojos,2,6,25,6,3
VJS/3,NJS/2,0,2,25,6,3
PPS/Diablos Rojos,Lännen Torpedo,2,1,25,6,3
KeiKa,HJK/Kantsu 94,1,1,25,6,3
Lännen Torpedo,PEP/Pitkätossut,3,3,25,6,3
HPS/Jägers,FC POHU/Shrimps,7,0,25,6,3
VJS/3,PPS/Diablos Rojos,4,3,25,6,3
FC POHU/Shrimps,Lännen Torpedo,0,4,25,6,3
HJK/Kantsu 94,HPS/Jägers,4,1,25,6,3
NJS/2,KeiKa,1,1,25,6,3
PEP/Pitkätossut,HJK/Kantsu 94,0,0,25,6,3
KeiKa,FC POHU/Shrimps,12,0,25,6,3
Lännen Torpedo,VJS/3,2,2,25,6,3
HPS/Jägers,PPS/Diablos Rojos,5,1,25,6,3
VJS/3,PEP/Pitkätossut,1,2,25,6,3
PPS/Diablos Rojos,KeiKa,0,4,25,6,3
NJS/2,HPS/Jägers,1,1,25,6,3
HJK/Kantsu 94,Lännen Torpedo,1,1,25,6,3
NJS/2,PEP/Pitkätossut,3,0,25,6,3
HPS/Jägers,KeiKa,4,1,25,6,3
FC POHU/Shrimps,HJK/Kantsu 94,0,11,25,6,3
VJS/3,FC POHU/Shrimps,1,1,25,6,3
Lännen Torpedo,HPS/Jägers,1,3,25,6,3
PEP/Pitkätossut,PPS/Diablos Rojos,5,0,25,6,3
HJK/Kantsu 94,NJS/2,1,4,25,6,3
PPS/Diablos Rojos,NJS/2,1,0,25,6,3
HPS/Jägers,VJS/3,8,0,25,6,3
FC POHU/Shrimps,PEP/Pitkätossut,2,3,25,6,3
KeiKa,Lännen Torpedo,1,0,25,6,3
VJS/3,KeiKa,0,3,25,6,3
NJS/2,FC POHU/Shrimps,7,0,25,6,3
HJK/Kantsu 94,PPS/Diablos Rojos,1,3,25,6,3
PEP/Pitkätossut,HPS/Jägers,0,2,25,6,3
VJS/3,HJK/Kantsu 94,4,2,25,6,3
KeiKa,PEP/Pitkätossut,1,0,25,6,3
Lännen Torpedo,NJS/2,2,3,25,6,3
PPS/Diablos Rojos,FC POHU/Shrimps,6,0,25,6,3
NJS/2,VJS/3,2,0,25,6,3
PEP/Pitkätossut,Lännen Torpedo,8,2,25,6,3
HJK/Kantsu 94,KeiKa,2,4,25,6,3
FC POHU/Shrimps,HPS/Jägers,1,10,25,6,3
PPS/Diablos Rojos,VJS/3,1,1,25,6,3
Lännen Torpedo,FC POHU/Shrimps,2,3,25,6,3
HPS/Jägers,HJK/Kantsu 94,1,1,25,6,3
PPS/Diablos Rojos,HPS/Jägers,5,3,25,6,3
KeiKa,NJS/2,3,1,25,6,3
VJS/3,Lännen Torpedo,3,2,25,6,3
HJK/Kantsu 94,PEP/Pitkätossut,3,1,25,6,3
FC POHU/Shrimps,KeiKa,0,8,25,6,3
HPS/Jägers,NJS/2,4,2,25,6,3
PEP/Pitkätossut,VJS/3,1,2,25,6,3
KeiKa,PPS/Diablos Rojos,1,1,25,6,3
Lännen Torpedo,HJK/Kantsu 94,1,2,25,6,3
Lännen Torpedo,PPS/Diablos Rojos,2,2,25,6,3
PEP/Pitkätossut,NJS/2,1,5,25,6,3
KeiKa,HPS/Jägers,2,0,25,6,3
PPS/Diablos Rojos,PEP/Pitkätossut,0,1,25,6,3
NJS/2,HJK/Kantsu 94,3,2,25,6,3
HPS/Jägers,Lännen Torpedo,2,3,25,6,3
FC POHU/Shrimps,VJS/3,0,7,25,6,3
PiTa/II,FC Babylon,4,1,25,6,4
Strikers/Bertil,PiTa/II,8,3,25,6,4
PPJ/Jätkäsaari,PPV/Seos,0,4,25,6,4
FC OHO UNITED,HePuLi,0,2,25,6,4
Ponnistus/Peruskallio,HeMan,1,3,25,6,4
Strikers/Bertil,FC POHU/Toivo,11,3,25,6,4
PPV/Seos,Strikers/Bertil,5,3,25,6,4
HeMan,PiTa/II,4,3,25,6,4
FC POHU/Toivo,Ponnistus/Peruskallio,5,2,25,6,4
HePuLi,PPJ/Jätkäsaari,3,4,25,6,4
FC Babylon,FC OHO UNITED,2,1,25,6,4
Ponnistus/Peruskallio,PPV/Seos,0,1,25,6,4
FC OHO UNITED,Strikers/Bertil,4,2,25,6,4
HePuLi,FC POHU/Toivo,7,2,25,6,4
HeMan,FC Babylon,1,5,25,6,4
PiTa/II,PPJ/Jätkäsaari,1,5,25,6,4
FC POHU/Toivo,HeMan,2,2,25,6,4
PPV/Seos,FC OHO UNITED,2,2,25,6,4
PPJ/Jätkäsaari,Ponnistus/Peruskallio,5,0,25,6,4
FC Babylon,HePuLi,0,7,25,6,4
Strikers/Bertil,FC Babylon,1,1,25,6,4
Ponnistus/Peruskallio,HePuLi,3,3,25,6,4
PiTa/II,PPV/Seos,1,1,25,6,4
HeMan,PPJ/Jätkäsaari,2,2,25,6,4
FC OHO UNITED,FC POHU/Toivo,2,2,25,6,4
FC POHU/Toivo,FC Babylon,2,0,25,6,4
PPV/Seos,HeMan,4,1,25,6,4
Ponnistus/Peruskallio,FC OHO UNITED,2,0,25,6,4
PPJ/Jätkäsaari,Strikers/Bertil,1,2,25,6,4
HePuLi,PiTa/II,8,1,25,6,4
FC Babylon,PPV/Seos,1,1,25,6,4
Strikers/Bertil,Ponnistus/Peruskallio,3,0,25,6,4
HeMan,HePuLi,1,2,25,6,4
PiTa/II,FC POHU/Toivo,3,5,25,6,4
FC OHO UNITED,PPJ/Jätkäsaari,2,6,25,6,4
FC POHU/Toivo,PPV/Seos,2,2,25,6,4
FC Babylon,PPJ/Jätkäsaari,3,0,25,6,4
PiTa/II,Ponnistus/Peruskallio,0,2,25,6,4
HePuLi,Strikers/Bertil,2,3,25,6,4
HeMan,FC OHO UNITED,3,5,25,6,4
Strikers/Bertil,HeMan,7,2,25,6,4
PPJ/Jätkäsaari,FC POHU/Toivo,4,2,25,6,4
Ponnistus/Peruskallio,FC Babylon,0,3,25,6,4
PPV/Seos,HePuLi,2,1,25,6,4
FC OHO UNITED,PiTa/II,0,1,25,6,4
FC POHU/Toivo,Strikers/Bertil,0,5,25,6,4
FC Babylon,PiTa/II,5,5,25,6,4
PPV/Seos,PPJ/Jätkäsaari,2,5,25,6,4
HeMan,Ponnistus/Peruskallio,2,0,25,6,4
HePuLi,FC OHO UNITED,1,1,25,6,4
PPJ/Jätkäsaari,PiTa/II,6,2,25,6,4
FC POHU/Toivo,PPJ/Jätkäsaari,1,2,25,6,4
Strikers/Bertil,PPV/Seos,4,0,25,6,4
PiTa/II,HeMan,1,3,25,6,4
FC OHO UNITED,FC Babylon,2,2,25,6,4
PPJ/Jätkäsaari,HePuLi,6,2,25,6,4
Ponnistus/Peruskallio,FC POHU/Toivo,1,3,25,6,4
Strikers/Bertil,FC OHO UNITED,5,1,25,6,4
FC Babylon,HeMan,2,3,25,6,4
PPV/Seos,Ponnistus/Peruskallio,1,2,25,6,4
FC POHU/Toivo,HePuLi,2,0,25,6,4
FC OHO UNITED,PPV/Seos,2,2,25,6,4
HeMan,FC POHU/Toivo,2,2,25,6,4
Ponnistus/Peruskallio,PPJ/Jätkäsaari,3,2,25,6,4
HePuLi,FC Babylon,5,0,25,6,4
PiTa/II,Strikers/Bertil,1,3,25,6,4
PPV/Seos,FC POHU/Toivo,2,3,25,6,4
HePuLi,Ponnistus/Peruskallio,3,1,25,6,4
PPJ/Jätkäsaari,HeMan,1,6,25,6,4
PPV/Seos,PiTa/II,1,1,25,6,4
FC Babylon,Strikers/Bertil,2,5,25,6,4
FC POHU/Toivo,FC OHO UNITED,2,2,25,6,4
HeMan,Strikers/Bertil,1,4,25,6,4
HeMan,PPV/Seos,1,3,25,6,4
PiTa/II,HePuLi,2,4,25,6,4
FC Babylon,FC POHU/Toivo,4,2,25,6,4
FC OHO UNITED,Ponnistus/Peruskallio,1,1,25,6,4
Strikers/Bertil,PPJ/Jätkäsaari,5,0,25,6,4
Ponnistus/Peruskallio,Strikers/Bertil,1,3,25,6,4
HePuLi,HeMan,2,3,25,6,4
FC POHU/Toivo,PiTa/II,5,3,25,6,4
PPV/Seos,FC Babylon,2,1,25,6,4
PPJ/Jätkäsaari,FC OHO UNITED,4,3,25,6,4
PPJ/Jätkäsaari,FC Babylon,1,1,25,6,4
FC OHO UNITED,HeMan,1,1,25,6,4
Strikers/Bertil,HePuLi,3,0,25,6,4
Ponnistus/Peruskallio,PiTa/II,1,1,25,6,4
PiTa/II,FC OHO UNITED,2,2,25,6,4
HePuLi,PPV/Seos,1,0,25,6,4
FC Babylon,Ponnistus/Peruskallio,2,1,25,6,4
Töölö Tigers,Helsinki Stars,2,4,25,6,5
FC Kiffen/2,HJK/Töölön Ihme,0,2,25,6,5
FC POHU/Futboleros,StaKe FC,1,2,25,6,5
FC Dons/Akatemia,PPJ/Faijat Jätkäsaari,3,6,25,6,5
PPJ/Faijat Jätkäsaari,Töölö Tigers,1,4,25,6,5
Helsinki Stars,TöTa/FC Mauskis,4,0,25,6,5
StaKe FC,FC Kiffen/2,5,0,25,6,5
HJK/Töölön Ihme,FC Dons/Akatemia,1,3,25,6,5
Pessoas Boas,FC POHU/Futboleros,3,0,25,6,5
Helsinki Stars,Pessoas Boas,1,0,25,6,5
FC POHU/Futboleros,FC Dons/Akatemia,1,4,25,6,5
Töölö Tigers,HJK/Töölön Ihme,2,2,25,6,5
StaKe FC,PPJ/Faijat Jätkäsaari,6,0,25,6,5
TöTa/FC Mauskis,FC Kiffen/2,6,0,25,6,5
PPJ/Faijat Jätkäsaari,Helsinki Stars,1,3,25,6,5
Pessoas Boas,StaKe FC,0,0,25,6,5
HJK/Töölön Ihme,FC POHU/Futboleros,0,3,25,6,5
FC Dons/Akatemia,TöTa/FC Mauskis,0,1,25,6,5
FC Kiffen/2,Töölö Tigers,3,1,25,6,5
FC POHU/Futboleros,PPJ/Faijat Jätkäsaari,2,0,25,6,5
FC Dons/Akatemia,Pessoas Boas,0,1,25,6,5
TöTa/FC Mauskis,HJK/Töölön Ihme,2,3,25,6,5
Töölö Tigers,StaKe FC,1,1,25,6,5
Töölö Tigers,FC POHU/Futboleros,3,0,25,6,5
PPJ/Faijat Jätkäsaari,Pessoas Boas,0,6,25,6,5
HJK/Töölön Ihme,Helsinki Stars,0,5,25,6,5
FC Kiffen/2,FC Dons/Akatemia,3,5,25,6,5
StaKe FC,TöTa/FC Mauskis,1,0,25,6,5
FC Dons/Akatemia,Töölö Tigers,0,2,25,6,5
Helsinki Stars,StaKe FC,1,0,25,6,5
FC POHU/Futboleros,FC Kiffen/2,1,0,25,6,5
Pessoas Boas,HJK/Töölön Ihme,3,0,25,6,5
TöTa/FC Mauskis,PPJ/Faijat Jätkäsaari,3,0,25,6,5
PPJ/Faijat Jätkäsaari,HJK/Töölön Ihme,1,3,25,6,5
Helsinki Stars,FC POHU/Futboleros,2,0,25,6,5
TöTa/FC Mauskis,Töölö Tigers,0,2,25,6,5
StaKe FC,FC Dons/Akatemia,1,0,25,6,5
Pessoas Boas,FC Kiffen/2,6,2,25,6,5
FC Kiffen/2,PPJ/Faijat Jätkäsaari,4,3,25,6,5
FC Dons/Akatemia,Helsinki Stars,3,0,25,6,5
FC POHU/Futboleros,TöTa/FC Mauskis,1,1,25,6,5
HJK/Töölön Ihme,StaKe FC,1,3,25,6,5
Töölö Tigers,Pessoas Boas,0,0,25,6,5
Helsinki Stars,Töölö Tigers,5,0,25,6,5
StaKe FC,FC POHU/Futboleros,3,0,25,6,5
Pessoas Boas,TöTa/FC Mauskis,3,0,25,6,5
PPJ/Faijat Jätkäsaari,FC Dons/Akatemia,2,12,25,6,5
HJK/Töölön Ihme,FC Kiffen/2,4,2,25,6,5
Töölö Tigers,TöTa/FC Mauskis,3,1,25,6,5
FC Dons/Akatemia,StaKe FC,0,1,25,6,5
FC POHU/Futboleros,Helsinki Stars,0,8,25,6,5
FC Kiffen/2,Pessoas Boas,0,2,25,6,5
HJK/Töölön Ihme,PPJ/Faijat Jätkäsaari,4,1,25,6,5
FC Kiffen/2,StaKe FC,0,2,25,6,5
TöTa/FC Mauskis,Helsinki Stars,0,0,25,6,5
Töölö Tigers,PPJ/Faijat Jätkäsaari,2,2,25,6,5
FC POHU/Futboleros,Pessoas Boas,2,1,25,6,5
FC Dons/Akatemia,HJK/Töölön Ihme,4,1,25,6,5
PPJ/Faijat Jätkäsaari,StaKe FC,1,4,25,6,5
HJK/Töölön Ihme,Töölö Tigers,0,5,25,6,5
FC Dons/Akatemia,FC POHU/Futboleros,1,3,25,6,5
FC Kiffen/2,TöTa/FC Mauskis,1,4,25,6,5
Pessoas Boas,Helsinki Stars,0,5,25,6,5
Helsinki Stars,PPJ/Faijat Jätkäsaari,9,0,25,6,5
Töölö Tigers,FC Kiffen/2,4,1,25,6,5
TöTa/FC Mauskis,FC Dons/Akatemia,3,0,25,6,5
FC POHU/Futboleros,HJK/Töölön Ihme,1,0,25,6,5
StaKe FC,Pessoas Boas,0,2,25,6,5
PPJ/Faijat Jätkäsaari,FC POHU/Futboleros,2,7,25,6,5
FC Kiffen/2,Helsinki Stars,0,9,25,6,5
StaKe FC,Töölö Tigers,0,4,25,6,5
HJK/Töölön Ihme,TöTa/FC Mauskis,0,3,25,6,5
Pessoas Boas,FC Dons/Akatemia,1,1,25,6,5
TöTa/FC Mauskis,StaKe FC,2,1,25,6,5
FC POHU/Futboleros,Töölö Tigers,3,4,25,6,5
Helsinki Stars,HJK/Töölön Ihme,3,2,25,6,5
FC Dons/Akatemia,FC Kiffen/2,4,3,25,6,5
Pessoas Boas,PPJ/Faijat Jätkäsaari,6,4,25,6,5
HJK/Töölön Ihme,Pessoas Boas,1,7,25,6,5
PPJ/Faijat Jätkäsaari,TöTa/FC Mauskis,0,1,25,6,5
Töölö Tigers,FC Dons/Akatemia,2,2,25,6,5
StaKe FC,Helsinki Stars,0,3,25,6,5
FC Kiffen/2,FC POHU/Futboleros,1,2,25,6,5
PPJ/Faijat Jätkäsaari,FC Kiffen/2,1,8,25,6,5
Helsinki Stars,FC Dons/Akatemia,4,2,25,6,5
TöTa/FC Mauskis,FC POHU/Futboleros,0,0,25,6,5
StaKe FC,HJK/Töölön Ihme,6,1,25,6,5
Pessoas Boas,Töölö Tigers,2,2,25,6,5
DFSV,Käpylä Maanantai,4,7,25,6,6
DFSV,Jokerit FC/2,2,7,25,6,6
Jokerit FC/2,Mando United,1,6,25,6,6
FC Juvantus,Käpylä Maanantai,1,2,25,6,6
Kullervo/Mosaic,Kurvin Vauhti/Partiz,1,0,25,6,6
FC Germania/Akademie,FC POHU/SiPa,1,2,25,6,6
Kurvin Vauhti/Partiz,DFSV,1,1,25,6,6
Käpylä Maanantai,Kullervo/Mosaic,1,3,25,6,6
FC POHU/SiPa,FC Juvantus,4,0,25,6,6
Kurvin Vauhti/Partiz,Jokerit FC/2,3,2,25,6,6
DFSV,FC Juvantus,4,2,25,6,6
Kurvin Vauhti/Partiz,Mando United,1,3,25,6,6
Jokerit FC/2,FC Germania/Akademie,3,3,25,6,6
Kullervo/Mosaic,FC POHU/SiPa,4,5,25,6,6
FC POHU/SiPa,DFSV,15,0,25,6,6
Käpylä Maanantai,Kurvin Vauhti/Partiz,0,3,25,6,6
FC Germania/Akademie,Kullervo/Mosaic,0,3,25,6,6
FC Juvantus,Jokerit FC/2,1,5,25,6,6
Jokerit FC/2,FC POHU/SiPa,1,3,25,6,6
Kurvin Vauhti/Partiz,FC Germania/Akademie,0,1,25,6,6
FC Juvantus,Mando United,0,6,25,6,6
Kullervo/Mosaic,DFSV,6,0,25,6,6
FC POHU/SiPa,Kurvin Vauhti/Partiz,1,0,25,6,6
Käpylä Maanantai,Mando United,0,7,25,6,6
FC Germania/Akademie,FC Juvantus,2,2,25,6,6
DFSV,FC Germania/Akademie,2,6,25,6,6
Mando United,FC POHU/SiPa,5,1,25,6,6
Jokerit FC/2,Käpylä Maanantai,4,0,25,6,6
FC Juvantus,Kullervo/Mosaic,2,1,25,6,6
Mando United,FC Germania/Akademie,2,2,25,6,6
Käpylä Maanantai,FC POHU/SiPa,2,4,25,6,6
Jokerit FC/2,Kullervo/Mosaic,2,2,25,6,6
Kullervo/Mosaic,Mando United,0,8,25,6,6
FC Germania/Akademie,Käpylä Maanantai,1,0,25,6,6
FC Juvantus,Kurvin Vauhti/Partiz,2,0,25,6,6
Mando United,Jokerit FC/2,1,1,25,6,6
FC POHU/SiPa,FC Germania/Akademie,1,0,25,6,6
Käpylä Maanantai,FC Juvantus,2,2,25,6,6
Kurvin Vauhti/Partiz,Kullervo/Mosaic,0,1,25,6,6
Mando United,Kullervo/Mosaic,2,1,25,6,6
Käpylä Maanantai,FC Germania/Akademie,0,2,25,6,6
Kurvin Vauhti/Partiz,FC Juvantus,0,2,25,6,6
Jokerit FC/2,DFSV,2,2,25,6,6
DFSV,Mando United,0,15,25,6,6
FC Juvantus,FC POHU/SiPa,1,6,25,6,6
Jokerit FC/2,Kurvin Vauhti/Partiz,2,0,25,6,6
Kullervo/Mosaic,Käpylä Maanantai,3,0,25,6,6
FC POHU/SiPa,Kullervo/Mosaic,3,0,25,6,6
FC Juvantus,DFSV,2,1,25,6,6
FC Germania/Akademie,Jokerit FC/2,3,2,25,6,6
Mando United,Kurvin Vauhti/Partiz,8,1,25,6,6
Jokerit FC/2,FC Juvantus,3,0,25,6,6
DFSV,FC POHU/SiPa,0,4,25,6,6
Kurvin Vauhti/Partiz,Käpylä Maanantai,0,6,25,6,6
Kullervo/Mosaic,FC Germania/Akademie,0,0,25,6,6
FC Germania/Akademie,Kurvin Vauhti/Partiz,2,0,25,6,6
Mando United,FC Juvantus,8,2,25,6,6
Käpylä Maanantai,DFSV,5,2,25,6,6
FC POHU/SiPa,Jokerit FC/2,4,1,25,6,6
DFSV,Kullervo/Mosaic,0,3,25,6,6
Kurvin Vauhti/Partiz,FC POHU/SiPa,1,1,25,6,6
Mando United,Käpylä Maanantai,1,1,25,6,6
FC Juvantus,FC Germania/Akademie,4,1,25,6,6
FC POHU/SiPa,Mando United,2,2,25,6,6
Käpylä Maanantai,Jokerit FC/2,4,2,25,6,6
Kullervo/Mosaic,FC Juvantus,2,0,25,6,6
FC Germania/Akademie,DFSV,4,3,25,6,6
FC POHU/SiPa,Käpylä Maanantai,3,1,25,6,6
FC Germania/Akademie,Mando United,1,4,25,6,6
DFSV,Kurvin Vauhti/Partiz,1,5,25,6,6
Kullervo/Mosaic,Jokerit FC/2,5,4,25,6,6
FC POHU/JäPa,FC Degis,2,1,25,6,7
Kulps,MLHF,1,2,25,6,7
PuiU/Akatemia,FC POHU/JäPa,4,1,25,6,7
FC Kontu/ST,Kulps,3,1,25,6,7
FC Degis,AC StaSi,0,1,25,6,7
PuiU/Akatemia,FC Degis,6,1,25,6,7
AC StaSi,Kulps,2,4,25,6,7
Kulps,FC POHU/JäPa,2,5,25,6,7
FC Kontu/ST,AC StaSi,0,2,25,6,7
MLHF,PuiU/Akatemia,0,0,25,6,7
AC StaSi,MLHF,1,3,25,6,7
Kulps,FC Degis,0,3,25,6,7
FC POHU/JäPa,FC Kontu/ST,0,2,25,6,7
MLHF,FC Degis,2,1,25,6,7
